sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106
94,1.013221331,275251.2,1.054346105,0.13009031,233.2595294,6.019105863,-0.354878042,1.2115E+11,15706.30242,-1.63314E+14,1.002812411,1.311048733,900793.4997,-0.563410046,-3.588012856,0.375998298,3.39844E+12,211.2000651,99.97889893,-11.43372947,1890,100185.017,0.002192088,452.8302162,,76054.03251,32.79203953,3.180851882,0.119025815,0.100802775,0.771198869,30.7190246,42,-0.085510285,2.581673162,0.190298551,-4.21603E+12,24960.55476,1.238116683,-110182459.1,0.060833425,212.6671057,-3474938085,66387.249,30.90788514,0.158743384,32.57678372,19303.5452,25042748.45,7.541964164,666941.8821,-5.6609E+15,80217.63217,2.024815613,275251.2,162371.2144,40.68376204,0,18645.44017,0.06813638,69638553.6,107508.7372,174.7017101,171556.4026,1075.2,10.5,1.02724E+13,81.93548125,652444.9946,160.5810312,,1.024241796,-2078972.949,110072.6677,776029.2805,420.2299292,2.418796114,0,4300.8,4.19258E+15,0.84,0.458342082,-51801986070,0.158507824,-1.58532E+13,0.00431875,1.6687E+11,5898519959,17203.2,-29214471.3,23979.19077,-1.96487E+12,1075.2,12.51089046,3893122.768,96.85461434,2781.151881,2.225445015,234.6052118,34742.03512,0,-474483407.3,224.3431354,594.7187548,81.0442625,2.137848921,0.362287861
95,0.495338358,275251.2,1.052484646,0.18869755,304.2773155,5.189662821,0.459928498,-2.8593E+11,-8461.304258,-2.3455E+14,0.567296775,0.011071349,242552.382,-2.68285838,0.660237255,,6.39788E+12,168.1103922,110.12538,0.904732027,1890,426401.3229,-0.057912639,363.8282714,386967.3904,247007.8422,31.14308792,4.732566747,0.450449471,3.046799547,-1.067539678,142.8808909,42,-0.539794403,2.660496958,3.378231389,3.42652E+11,505398.2437,0.103272357,57582943.87,0.775505296,90.71535636,2941979004,125115.8042,19.80183994,0.256148409,18.77654508,,118670874,93.54281187,424853.884,6.34087E+15,220067.6319,0.425365823,275251.2,90224.7956,66.34992306,0,-25020.68446,-2.12904258,69638553.6,-5927.054522,101.8771536,230733.712,1075.2,10.5,6.85354E+12,60.55008307,682665.6928,136.3535305,10582.38733,1.027124728,8756341.639,70851.66582,81896.40376,355.1865221,2.058577825,0,4300.8,-4.63719E+15,0.84,10.9117263,2.16246E+11,0.203368154,1.53739E+13,1.006829698,-1.6654E+12,-1.22007E+11,17203.2,-2522737.928,15854.96763,-4.45769E+12,1075.2,42.14134607,-1480248.629,88.58706427,-1085017.065,1.48182553,340.8454239,44458.3689,0,-1830066507,102.7134572,443.8180176,172.9966306,6.157209687,0.04281535
96,0.240410882,275251.2,1.051466192,0.317725955,269.017919,5.396667545,-0.461441916,-4.75066E+11,-10.63323233,8.27292E+13,0.993667233,1.456814758,317380.922,42.83457578,49.34539936,1.041862687,-4.06227E+13,156.9125938,160.2185931,-7.5423248,1890,,0.091772161,281.3001602,165453.7273,854963.1143,33.91029706,41.57383597,0.673545166,0.357063248,44.53759688,89.64587049,42,42.10496888,0.130123648,48.58092419,-9.12491E+12,317837.1952,1.322295651,26955256.24,0.121643046,214.6772545,301218497.3,177411.1104,56.33625829,0.034861437,55.97777417,109883.7521,-236766958,,679448.2003,7.01737E+15,239237.7434,0.041023234,275251.2,417265.6895,-7.359144998,0,-67535.50027,44.52893499,69638553.6,-32431.09122,124.5753882,262846.6721,,,1.26317E+12,151.1550559,452742.1971,118.9657336,15323.39956,0.028014448,-1227216.133,45640.22239,317302.0087,600.6379428,43.54066938,0,,1.12E+16,0.84,1.900731335,-2.45083E+11,1.242406333,2.11863E+13,0.007729057,5.48188E+11,1.40101E+11,17203.2,42316989.34,4272.101748,-5.46534E+11,1075.2,29.06559052,-3924162.035,122.9283208,-805129.3305,42.12239687,288.7528996,54407.77161,0,31310105.03,208.0432906,308.422336,148.3461784,47.0998466,0.74294052
97,0.258588934,745634.2604,,4.327555023,192.7722884,20.3370501,-0.443772722,-1.30429E+12,-30104.90948,3.94284E+15,0.529406438,0.4539087,-268216.1721,11.12267724,31.06574775,1.966534376,-1.48185E+13,35.20100144,78.54843984,67.20895218,-3434.788112,3270856.907,0.564078618,923.332757,90877.35762,-400409.1589,205.4620584,-4.653522681,,0.682377454,7.183693629,900.8745965,64.36455077,6.824386853,1.501414592,48.7575441,2.31904E+13,251311.9725,-0.411122703,1487262143,3.453267714,244.1005592,18203634369,-142375.447,12.38725971,-0.839343381,16.97058628,1201202.63,158873262.7,-145.109094,743729.4035,2.50E+16,883925.8149,,275251.2,1001597.835,446.8122393,0,521648.8542,20.45628109,69638553.6,-23713.21782,78.07011938,-361226.368,1075.2,,-6.51689E+13,346.6027904,68905.33889,71.13252497,264858.0701,0.030350363,5720507.059,133243.5877,120966.0711,-125.828746,1.542902554,0,1184.189393,-2.81142E+15,0.84,-0.326560393,8.9336E+11,9.066050035,-2.25205E+13,0.037129182,4.42353E+11,96350106924,17203.2,-25021114.92,24936.70908,8.09263E+13,-1919.344965,36.01117395,-1942056.464,118.0307658,-867181.3322,14.63752634,1369.847139,-147633.47,0,-3840457378,-35.574728,-119.7337835,743.1777034,38.02875923,0.600824321
98,0.778597534,275251.2,1.052157872,0.642540862,211.8060685,12.5171387,-0.230818519,-14990017039,-37929.01008,4.94871E+14,0.445042802,1.898743831,581416.0883,10.97488395,5.707864946,0.91677977,1.8498E+13,,27.02411914,-5.928918923,,152763.2502,0.049588526,201.8258786,62449.10087,316571.2405,25.28489757,7.896709404,3.063588855,0.342543647,7.588240395,41.7889022,42,10.82176886,2.424686101,9.32858133,-7.39478E+12,282123.7488,1.593554008,165491882.6,0.432369392,207.8638073,-986669109.6,42993.71477,28.90502196,0.009644976,17.26643479,118137.2628,5535874.195,54.34311943,361924.305,-3.44691E+15,44556.27735,1.132147584,275251.2,,,0,49479.53679,7.743255506,69638553.6,-49709.15789,78.78984419,314198.5014,1075.2,10.5,-2.73485E+12,76.83109489,149583.0518,138.5418248,15545.5052,0.024276855,3778068.743,149431.2134,588274.979,505.9143168,6.608966293,0,4300.8,-1.50E+16,0.84,-2.153766545,-1.04129E+11,0.884258253,1.2344E+13,-4.43E-05,1.2956E+12,-81530166167,17203.2,-38328578.41,23288.7144,1.04898E+13,1075.2,38.10109706,3693436.755,,-85527.09579,9.885098923,364.3693461,6268.610498,0,465446754.4,175.0421148,447.943723,224.7006901,8.76359473,0.396791659
99,1.118414631,275251.2,1.059941282,0.569776911,,7.96829821,-0.692433072,-3.15025E+11,,-8.06835E+14,1.036794269,2.01055771,683636.2319,5.010194295,-0.202453944,1.048654466,2.34005E+13,171.9028336,107.361375,29.02935504,1890,2518.717697,1.987088772,296.5434828,,759150.1418,19.97459734,0.357809465,1.527477829,0.610530018,3.387681078,28.07611677,42,2.784839811,0.217960334,-2.544271296,2.70781E+12,,5.583513112,-117209403.3,0.827651175,174.5037686,-573566686,,16.8892782,0.329510564,13.07828693,188287.2305,122245182.1,17.91187064,449638.5706,3.8697E+15,50602.84995,2.102693143,275251.2,289096.0552,13.07091397,0,-41268.64133,2.267406807,69638553.6,-66813.37605,72.56201697,140235.5343,1075.2,10.5,2.39121E+13,129.2091116,218358.423,121.5778981,,0.997767441,-2202365.812,66165.39949,30245.64267,220.006848,1.130624263,0,4300.8,3.5236E+15,0.84,13.30557779,1.09088E+11,2.779322367,-3.462E+13,0.008461531,5.00957E+11,67654867440,17203.2,-22600489.82,10167.62389,1.71892E+13,,27.05738389,821550.6071,86.2758313,-430500.4323,0.698441389,190.8986284,1154.506206,0,-590310657.3,,241.5244766,132.3804202,1.537352906,0.483976167
100,3.070126947,275251.2,1.048993456,0.732171208,231.75059,12.01596182,-0.145018909,-17032681385,-32661.21023,-9.15631E+13,1.002480002,2.736282461,156393.4937,2.298904382,-2.488395145,1.036425628,-5.40052E+12,208.045448,,4.674700244,1890,329462.5256,0.102111526,547.9365239,482172.6178,359234.8872,40.24899365,1.342691203,0.190921824,0.059431211,0.051256336,167.8144044,42,-1.504662723,1.333252551,1.924153563,-7.0675E+12,284036.3751,1.005360221,-5522151.924,1.025765642,205.6261218,-2080597462,-67944.3166,20.75189857,,11.3865876,129549.6836,-224373516.7,-56.46812228,735929.4276,-2.13171E+15,296735.251,0.870739408,275251.2,372988.9883,-38.49946053,0,-5693.269842,0.001939627,69638553.6,-20676.70386,89.79693695,511435.4947,1075.2,10.5,1.95331E+13,62.22122865,402181.6789,,12159.24216,0.021702484,-4806019.062,144855.0035,724069.4227,329.8135623,-0.133068582,0,4300.8,1.96E+16,0.84,15.34458876,771617570,1.045642094,-1.26207E+13,0.007596513,1.25559E+12,93756026716,17203.2,37640519.11,2858.428191,1.43543E+11,1075.2,24.89826977,2942114.484,,358721.4438,0.75850483,281.2525362,102204.2776,0,813469404,90.87041407,,139.9572131,-5.380747153,
101,0.779218689,275251.2,1.064441907,0.127229222,146.3740845,4.180024909,5.16E-05,98130495340,5051.696281,6.9776E+14,0.432104145,0.821238362,300667.3004,11.06909114,11.44054309,0.918263674,-2.40789E+13,201.5058452,120.618124,-4.345277197,1890,271436.4969,0.074553726,230.7754006,311956.3448,100087.772,36.30699473,4.3440818,0.059445378,1.159388301,8.524471564,66.06759682,,8.034596232,0.733775814,11.42489049,1.30626E+13,147342.6405,0.874300427,196140458.2,0.484151545,168.1496258,-2547109998,-70553.79794,21.08222791,-0.439217756,21.67531874,,-539575394.7,-75.77837882,373347.1775,,,0.29316157,275251.2,467086.5629,27.33977899,0,-33488.3629,7.30023501,69638553.6,-1604.088996,92.63868474,538877.7134,1075.2,10.5,-8.61965E+11,64.82311596,716486.8654,115.4690848,4142.191618,0.054641969,-2357148.446,157694.5336,422251.4688,566.4271217,9.936271242,0,4300.8,-2.56048E+15,0.84,,-1.75373E+11,1.648668403,-3.88006E+13,0.002719817,-93728599165,1.17441E+11,17203.2,9902989.091,11828.52916,-1.31231E+13,1075.2,55.06851057,1957451.251,,-245572.3639,4.525748222,331.5186926,11616.29696,0,44077658.2,125.6963862,452.7667866,73.65608566,7.500796771,0.197762762
102,1.688491485,275251.2,1.060666648,0.465588825,,6.318091598,-0.120668737,-24814206577,22023.21885,3.83653E+13,0.443384935,0.027412826,280723.088,15.09515968,17.97103398,,-2.10653E+13,116.5784934,78.85944916,11.55385924,,308721.3903,-0.003850478,411.5052264,426039.5612,320896.4827,32.57492481,13.69297318,0.010898922,0.649716126,10.93235106,47.6468331,42,-3.597680613,0.075858279,18.12679713,7.07223E+12,430823.8867,1.328190445,-175048706.7,0.521922663,229.1184623,4176548194,-74829.24291,24.39594298,-0.140185306,21.89028802,180665.983,271278049.2,54.58141709,205523.4736,-3.87631E+15,118722.7319,0.100098586,275251.2,609533.9013,-19.38558763,0,-9285.206243,-0.160903356,69638553.6,-3187.789355,21.97436355,,1075.2,10.5,-2.58776E+13,112.0019216,,187.1199084,91797.04962,0.031777421,3538090.409,82349.16118,218545.3673,308.7999112,-0.426390817,0,4300.8,-3.27335E+15,0.84,17.36718401,-65504278171,0.752375255,5.59814E+13,-0.003367108,5267754283,54882717872,17203.2,37408809.24,8081.819307,9.87876E+12,1075.2,44.02652656,-1684586.913,,839061.9043,0.738216656,298.2503147,98239.904,0,226923025.5,159.6276971,469.5591202,181.926193,13.85370777,0.404780459
103,0.58223878,275251.2,1.052564918,2.093284287,182.2806871,7.354200794,0.386633827,-4.84199E+11,-5164.157136,3.81072E+14,1.03121952,0.107633772,648454.6724,2.307727437,0.165288588,1.051872022,1.06975E+12,167.207866,56.43717247,-4.181979334,1890,440869.5647,1.036065137,305.7938287,315135.4023,366056.9173,22.10896424,-2.708565837,0.666597284,0.084599512,1.7147741,90.22999607,42,3.220840069,0.585933894,4.387713797,7.31068E+12,99094.21953,1.342830885,109440931,0.085498814,134.1434904,450273666.2,83121.38554,18.53177409,-0.014511708,13.04421926,15987.24548,97174209.09,-30.45313501,146773.1877,-3.88114E+14,296161.0688,0.780408083,275251.2,27344.20468,56.80585042,0,48087.70475,3.067150491,69638553.6,63223.17209,72.22396119,363203.6222,1075.2,10.5,9.51838E+12,48.91766072,174952.3555,201.0408798,17053.83893,1.026612384,-1280347.098,29863.09272,286519.738,259.3306456,5.328927597,0,4300.8,5.19608E+15,0.84,11.16843989,42449698467,0.404779435,1.7476E+14,-6.84E-05,1.68392E+12,1.67284E+11,17203.2,-20195395.97,11819.30768,7.91988E+12,1075.2,30.8406077,179885.6954,59.30221861,414735.088,-0.024869434,352.148217,130815.2007,0,192568681.8,153.2087058,485.0272622,200.9050477,-3.108628352,1.034956152
104,0.326553659,,1.052293986,0.08498677,220.4028651,17.8054346,-0.623254816,-1.35594E+11,12333.13961,2.18208E+14,1.003458581,,847931.7651,-0.019242649,1.920383104,0.042870617,3.01751E+13,149.9209895,98.09628475,32.76652426,1890,176305.6041,0.031048554,267.5326653,352457.9536,424190.3701,37.44960627,-0.371996663,2.35729498,0.50039006,2.289545231,25.10039877,42,-1.259229891,0.587485498,2.12459407,-3.44455E+12,266787.5375,2.973148973,66770987.26,0.215625074,210.5353765,-4299756644,50915.13851,30.17507653,0.145793128,12.54711475,170694.482,172332857.6,-46.56733434,,6.74611E+15,,0.327614693,275251.2,7798.068257,-0.007413599,0,15063.24358,4.509834672,69638553.6,-2221.746929,88.06124613,147151.6168,1075.2,10.5,-5.37015E+12,136.6562312,528415.6619,163.037988,39520.60835,1.007954508,5842855.227,,559862.0873,471.702812,3.787256689,0,4300.8,9.76234E+15,0.84,7.972081765,-24544463246,0.671078486,1.73673E+13,,2.75272E+11,1.89462E+11,17203.2,-48162289.29,5927.469011,-1.13493E+12,1075.2,-2.422800583,2648957.87,88.80701613,-457571.8663,-4.145809972,333.5072945,84892.92516,0,-1399001871,116.4751167,471.4295421,162.2434608,-2.836334548,0.322367726
105,0.469753931,275251.2,1.06278012,,262.6539461,5.60060262,-0.03919946,-2.26873E+11,-7257.758263,7.81495E+14,0.694901,,916011.6794,2.173305627,-4.295175553,1.045151821,-1.86011E+13,110.5567867,51.34275252,-2.899495432,1890,355886.5806,0.101795922,383.5813149,332167.3346,629950.7151,24.15981075,2.983316626,1.658050369,0.883948199,1.682325503,40.1976042,42,3.459971394,0.778481236,5.22329423,-2.23757E+12,345894.5785,1.408510274,-29021563.3,1.297547315,103.4261018,-212285873.5,161521.7146,16.73978452,0.077475857,17.15339436,73756.40732,-260775830.8,-76.18355141,290116.2044,4.60202E+15,70297.60519,0.085493016,275251.2,443737.6274,22.54613356,0,47643.18615,-0.361567127,69638553.6,22332.64803,108.7213114,92463.61748,1075.2,10.5,1.02471E+12,73.96218821,418451.2321,,59905.87906,0.022426744,-856901.1886,74317.23847,207271.6741,380.7358518,1.073503807,0,4300.8,-7.99829E+15,0.84,8.059824232,-24262570254,1.803343244,-6.27739E+12,0.007613328,1.11565E+12,76609805081,17203.2,40258363.33,22945.3684,9.89526E+12,1075.2,37.85270019,46187.51966,99.7973713,275407.201,-1.566065804,267.5263213,4019.642812,0,356569034.1,275.9417441,565.2187972,123.4581242,-1.297851278,0.238794792
106,2.329089981,275251.2,2.057269905,0.16779117,257.4603354,6.223150064,0.194071406,1.58945E+11,-15421.55146,1.48055E+14,,1.939902206,993472.4572,1.206573977,3.076651647,,-2.19296E+13,128.288081,94.33437145,0.051091954,1890,495137.9653,-0.001382865,369.3453691,38643.69284,701355.8791,30.06406879,-0.392010788,0.426447268,0.472789566,1.119424327,132.0515902,42,-1.127294893,0.190703114,2.115528897,59669709264,15564.36676,1.370542169,-91608410.31,0.772341645,164.6828674,100728892.8,,28.01987765,0.188296095,23.65988118,90513.38284,328507979.9,41.81752575,143212.2561,-1.15721E+15,238349.286,0.8618082,275251.2,125630.2838,17.20834925,0,-17777.0687,0.203856006,69638553.6,-110143.7098,111.123125,418328.2908,1075.2,10.5,-2.51801E+13,83.43082875,265629.741,130.5351404,78263.54736,0.039148336,2186334.571,11908.86286,22717.25713,399.9965921,-1.776644263,0,4300.8,1.19E+16,0.84,8.629338884,-48567823559,0.270768855,2.23388E+13,0.005680133,-4.75606E+11,-1.55203E+11,17203.2,-22005658.49,1395.690604,-4.14099E+12,1075.2,38.25490492,3959819.928,131.5709285,-1115342.417,0.251787648,248.2252175,37062.00582,0,-695453062.7,160.1818573,473.7974858,146.2185046,0.992267039,1.103673597
107,3.6494019,275251.2,1.05318025,0.750883046,355.3206506,6.169141787,-0.005204876,2.92786E+11,11498.42134,-5.49557E+13,0.563210147,0.081439364,72728.27576,-2.187311681,-1.385925725,1.041313669,-3.06556E+13,167.4154962,83.05992763,-2.68295066,1890,141930.5666,0.045606601,289.6484232,279476.9995,788787.65,35.04376597,-0.691217507,0.022615915,0.743449653,,15.19959587,42,0.892089029,0.442121819,2.442990943,-2.25873E+12,430021.9788,1.095310686,334778362.2,,179.9588356,1014292565,-26432.93151,16.61623905,0.01004671,15.30349923,102932.4247,86027407.42,65.68390678,86322.09132,-3.005E+15,109577.4743,0.874858966,275251.2,413321.8526,-20.90708819,0,-105633.2128,1.674398434,69638553.6,-31466.53648,79.33555702,351657.6613,1075.2,10.5,-2.20884E+13,48.01690559,380351.3815,64.3028442,56376.90382,1.031272001,-1670383.083,,591418.397,461.9782097,1.625644262,0,4300.8,-3.48151E+15,0.84,18.05937384,1.16529E+11,0.347179536,4.93799E+11,0.003283876,3.74261E+12,-33602246022,17203.2,28129289.13,25388.99938,-7.82942E+12,1075.2,47.13045918,4313489.632,149.859785,-281056.7548,-3.207327288,324.6436978,54410.48762,0,415488513.3,230.8534749,282.9223595,159.2656875,2.666800504,0.312586796
108,1.36518606,275251.2,1.04927013,0.276166876,322.2952541,6.713397205,-0.572964767,5434279644,9262.120041,1.91433E+14,,0.61282864,870083.1623,3.755807189,-6.34308425,1.030073715,2.002E+13,166.9719408,126.3204544,23.36611257,1890,362472.9763,6.127696331,,325043.9416,185423.7656,31.06673746,0.759240339,0.679757773,1.461026596,,63.11013974,42,-0.764559334,1.260968017,-2.84714279,-5.95347E+12,470342.7583,1.155892378,-32165293.87,0.178853187,177.0450537,1330975578,11497.75485,19.17889757,-0.245905629,11.96156654,176601.9918,,12.69830244,805879.0157,2.50431E+15,129142.0654,2.529213922,275251.2,141086.4844,-7.496536927,0,37327.11556,0.090839518,69638553.6,72607.3154,77.70285386,470763.2199,1075.2,10.5,-1.72528E+13,135.179051,375889.0241,82.0966645,36321.48137,,6467825.101,87678.42194,270414.7018,378.9665676,-1.388018542,0,4300.8,9.62099E+14,0.84,-0.967835929,-1.67754E+11,2.573535436,3.5531E+12,0.004134286,-1.64916E+12,-95071591144,17203.2,-14412047.51,5920.915846,-1.84665E+12,1075.2,45.23880809,2397777.119,101.8273312,-1403862.456,-3.069755887,284.1046356,64136.41414,0,473340689.3,,334.2876502,181.9842662,-4.354733685,0.717228227
109,1.312331663,275251.2,1.059001771,0.182967925,,12.90255999,-0.257538648,1.66986E+11,21559.15299,1.04388E+15,1.029579082,0.309881762,162466.1817,0.676282493,-1.76172778,1.041982552,1.01446E+13,94.82596839,114.6704025,28.44638774,1890,86124.52249,2.036896464,447.5914752,176901.9661,854555.2671,20.27084408,-0.139160095,0.52794298,0.341301992,3.01134954,69.66939671,42,5.006552771,1.306331109,-1.898052261,-6.23401E+12,140489.524,0.266860326,85321884.95,,94.8882616,1535934435,66523.21588,28.03093167,-0.168925688,15.15387424,65714.10258,-1937442.149,-12.08589489,9650.821903,-9.30385E+14,215247.2723,,,220939.5547,-15.97076117,0,32076.45301,3.011002196,69638553.6,21486.10887,69.84628338,175054.8233,1075.2,10.5,-2.35601E+13,70.5419654,202454.3158,216.4632837,78316.2426,1.026875138,1142328.377,48575.57085,220325.6961,272.9883649,1.464958832,0,4300.8,1.27E+16,0.84,6.760492326,-39641376179,0.208594032,2.07963E+13,0.004571886,-14304850320,45319972237,17203.2,50084410.67,7663.261024,7.35388E+12,1075.2,38.40687272,440532.8143,132.5478965,516909.9343,1.521415673,276.2835234,,0,-947131954,234.1451518,213.9020441,191.4047049,1.354649416,0.600682823
110,0.650262311,275251.2,1.058637523,0.009105415,107.3315505,7.917102145,-0.862249431,65775651407,-27220.35054,-4.19442E+14,,0.395037417,925979.4356,4.132717175,2.558681077,,-1.92268E+13,141.6820997,93.91665418,1.490016795,,112022.6099,0.023827274,418.0642976,313898.9692,342592.117,17.28017205,-0.728419433,0.267819132,0.43409056,0.002567143,11.75056681,42,2.025930191,0.628877123,9.855736813,5.59328E+12,102649.8046,2.97061519,266615488.8,0.315025369,224.0335897,2142344664,58251.11446,25.01078261,-0.232803904,16.24006607,87962.60094,203400016.4,-33.66232714,301723.3663,-2.24299E+15,106379.2859,1.333495189,275251.2,403489.0197,-47.53062105,0,38005.01788,-2.273302977,69638553.6,36696.5424,83.82703855,136124.0514,1075.2,,1.95497E+12,38.81863567,357179.8336,65.83238618,29852.25996,1.04353921,-1602091.573,68508.31383,10227.15341,686.8245697,1.736005058,0,4300.8,-4.29715E+15,0.84,15.86477343,-5108330601,0.484586631,-7.24287E+13,5.56E-05,-45110081045,7563175666,17203.2,81728862.16,24022.02658,4.90582E+12,1075.2,61.82157856,-2712745.551,99.90111583,184366.8334,4.985260347,127.5053123,30901.6148,0,-490461309,139.9718099,418.0863684,203.0641177,1.948581171,0.78799423
111,1.579856448,275251.2,1.058303212,0.311255826,268.5028171,8.436475085,-0.009721609,-87842670907,15781.77033,-1.50327E+14,1.033543263,1.379856245,75040.83069,-0.390071821,-1.910974653,1.027160513,2.20074E+13,153.4741096,92.89917314,-8.311713425,1890,352897.7866,5.98535069,197.3033805,423523.3752,12762.20298,18.25335743,-1.3750951,0.538592654,0.465127178,2.211654021,49.00928819,42,3.033172576,3.145114036,3.010283245,8.79271E+11,293356.0641,0.054106002,74347074.33,1.258820702,-16.39261416,-1317206181,88982.77564,26.23643585,0.094036961,18.93754983,100604.8425,-94925295.69,-4.491908052,265861.9526,5.3496E+15,63179.24064,0.795263848,275251.2,92780.60131,15.2495825,0,59226.98524,-0.457591119,69638553.6,-28800.95652,78.04248775,546058.8299,1075.2,10.5,-8.96098E+12,56.51017953,265273.2822,66.30291811,81244.50891,1.000961532,789390.3033,22097.94528,699318.7442,657.8638668,0.771626867,0,4300.8,-2.23E+16,0.84,-4.234950188,-74660633720,1.629017206,-8.54262E+13,-0.001702164,-9.17679E+11,95179799231,17203.2,22590516.12,13093.62598,1.87845E+13,1075.2,46.14542942,-3374316.374,136.6679512,-197341.5436,2.728854965,430.0922505,100653.8002,0,-1589369135,135.7225524,507.2186785,94.14137717,-0.308813427,1.730183212
112,0.71888408,275251.2,1.045024274,1.464986617,,17.38540526,-0.128208207,-1.65747E+11,-33262.4891,1.10147E+15,1.033529741,1.281659071,1760.988107,2.493752531,-0.919782439,1.038936319,1.80674E+13,151.9243526,,33.01788325,,,-0.026867362,350.2456533,74726.65979,139346.3777,15.70597305,0.319382031,0.127745516,0.262372443,-0.977185624,21.65904694,42,2.100987094,0.169400743,-3.984401886,-1.15168E+13,45253.63847,7.804770783,233946951.2,0.11264858,270.7036681,2170117921,-96175.98478,31.71333263,-0.119385879,10.13671369,36042.30994,-77336102.8,14.74174064,58616.84279,4.6181E+15,292847.7661,0.52498019,275251.2,110819.2277,12.21884171,0,32434.26211,-0.151831864,,-10630.7136,114.3762831,94081.1915,1075.2,10.5,4.83446E+12,119.770376,629173.2671,177.0430601,59994.98457,1.024577828,5266858.882,57916.01774,163474.0844,390.0868317,-0.645766953,0,4300.8,7.58193E+15,0.84,0.329596409,,,-8.86768E+13,,2.66778E+11,-13195803921,17203.2,17791626.15,,-5.32582E+12,,47.5406768,-477317.9305,60.47992727,75673.49179,1.086597355,294.8257851,9751.993775,0,1154303356,136.4898752,365.0212216,162.9469176,3.849235723,0.519302632
113,0.49869932,275251.2,1.067987104,,179.2397808,10.30839955,0.954156437,24511249411,4298.736018,2.19599E+14,0.544020753,0.212062968,512381.0273,2.044392363,-0.688265363,1.047648323,-7.20933E+12,,76.11770331,0.086120705,1890,365894.3262,0.072579102,245.323637,354676.8053,28875.15165,20.9676266,2.5958838,1.64083065,0.781309911,3.557443356,71.11350784,42,-0.893724592,0.937738069,2.436049695,-8.1586E+12,162315.4187,0.369728594,-50792354.4,0.00192858,231.5540711,561640527.5,171197.7054,19.91756656,0.265154665,16.26881262,29304.06198,,-31.5856368,151108.5242,-4.20686E+15,22867.32609,0.02571887,275251.2,110985.8035,-66.48010603,0,42298.37087,-0.794857744,69638553.6,-78365.17669,96.87727974,452189.1264,,10.5,-1.98212E+13,63.06844928,355237.1063,99.11375938,50214.94809,1.023933177,3029785.571,45765.16241,39153.51168,648.6550039,-3.245696562,0,4300.8,-1.48E+16,0.84,20.83743751,-39146655838,0.514238085,-5.00367E+13,0.010066698,-6.38704E+11,92481598091,17203.2,28534488.51,2178.760938,-1.67617E+13,1075.2,24.55730654,-2645233.928,163.3586492,,0.231818794,202.9335168,,0,-9311193.419,222.1797996,250.9313539,150.8334683,6.998976584,1.964540683
114,0.712583869,275251.2,1.049030967,0.035653229,174.4352952,6.260968483,-0.373653068,1.2553E+11,126.1295768,-4.96396E+14,0.695101776,1.624901826,,-3.241434427,-3.474715329,1.033621341,-1.48641E+13,90.68350273,111.1203931,7.821074418,1890,78164.73414,-0.103177921,353.1149421,198800.4623,308913.2025,28.12532991,-1.48648278,1.470817344,2.224712625,1.082509494,127.0332258,42,2.603577847,0.803049166,0.405591924,2.71478E+12,180636.0448,,9760995.042,0.974911874,181.8178677,-60729577.94,-26604.07432,22.88694745,0.301171388,16.45918265,184047.4844,13080671.73,-29.79176565,455358.1151,-2.76904E+15,42076.08623,2.533810973,275251.2,352057.0628,-10.91160061,0,-40190.06833,-1.487250071,69638553.6,55310.00612,60.66488302,264114.0476,1075.2,10.5,-3.40588E+13,48.56488044,364655.334,150.2025785,35085.80163,0.028124246,-2824485.888,10581.59718,796473.9414,199.1830924,0.634678342,0,4300.8,-1.15E+16,0.84,9.743082463,25052773480,5.07353144,-7.21511E+13,0.003975857,,-66232943919,17203.2,113976848.3,,6.99662E+12,1075.2,38.19743828,1502846.105,86.6929449,682502.2342,-3.549010568,303.4438912,70061.66939,0,600852034.9,152.0569535,94.4881199,183.0686727,2.029017512,1.05491879
